Symbol,Name,Exchange,Last,Industry,Sector,SIC Description
SRAX,Social Reality Inc,NASDAQ,2.61,Technology Services,Business Services,SIC-7311 Services-Advertising Agencies
SRC,Spirit Realty Capital Inc,NYSE,33.46,REIT - Equity Trust Resident,Finance,SIC-6512 Operators of Non-residential Buildings
SRCE,1st Source Corp,NASDAQ,28.84,Banks - Midwest,Finance,SIC-6022 State Commercial Banks
SRCL,Stericycle Inc,NASDAQ,60.55,Waste Removal Svcs,Business Services,SIC-4955 Hazardous Waste Management
SRDX,Surmodics Inc,NASDAQ,38.54,Medical Products,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
SRE,Sempra Energy,NYSE,114.5,Utility - Gas Distribution,Utilities,N/A
SREV,Servicesrce Intl Inc,NASDAQ,1.25,Computer - Software,Computers and Technology,"SIC-7389 Services-Business Services, NEC"
SRG,Seritage Growth Properties,NYSE,12.99,REIT - Equity Trust Other,Finance,SIC-6500 Real Estate
SRGA,Surgalign Hldg Inc,NASDAQ,1.86,Medical Services,Medical,"SIC-3842 Orthopedic, Prosthetic & Surgical Appliances"
SRI,Stoneridge Inc,NYSE,17.57,Electronics - Misc Components,Computers and Technology,SIC-3714 Motor Vehicle Parts & Accessories
SRL,Scully Royalty Ltd,NYSE,4.96,Banks - Foreign,Finance,"SIC-6029 Commercial Banks, NEC"
SRLP,Sprague Resources LP,NYSE,15.05,Oil Refining & Marketing MLP,Oils-Energy,SIC-5171 Wholesale-Petroleum Bulk Stations & Terminal
SRNE,Sorrento Therpt,NASDAQ,9.6,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
SRPT,Sarepta Therapeutics,NASDAQ,143.96,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
SRRA,Sierra Oncology Inc,NASDAQ,10.79,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
SRRK,Scholar Rock Holding Corp,NASDAQ,17.82,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
SRT,Startek Inc,NYSE,5.14,Outsourcing,Business Services,SIC-7363 Services-Help Supply Services
SRTS,Sensus Healthcare Inc,NASDAQ,2.51,Medical Instruments,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
SSB,South State Cp,NASDAQ,45.74,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
SSBI,Summit State Bank,NASDAQ,10.27,Banks - West,Finance,"SIC-6029 Commercial Banks, NEC"
SSD,Simpson Manufacturing Company,NYSE,92.99,Building & Construction - Misc,Construction,"SIC-3420 Cutlery, Handtools & General Hardware"
SSKN,Strata Skin Scien,NASDAQ,1.43,Medical Information Systems,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
SSL,Sasol Ltd,NYSE,7.51,Oil - International Integrated,Oils-Energy,SIC-1311 Crude Petroleum & Natural Gas
SSNC,SS&C Technologies,NASDAQ,59.69,Computer - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
SSNT,Silversun Technologies Inc Cl A,NASDAQ,2.28,Technology Services,Business Services,"SIC-7389 Services-Business Services, NEC"
SSP,E.W. Scripps Company,NASDAQ,10.47,Broadcast - Radio & TV,Consumer Discretionary,SIC-4833 Television Broadcasting Stations
SSRM,Silver Standard Resources Inc,NASDAQ,18.55,Mining - Misc,Basic Materials,SIC-6795 Mineral Royalty Traders
SSTI,Shotspotter Inc,NASDAQ,31.48,Technology Services,Business Services,SIC-7372 Services-Prepackaged Software
SSTK,Shutterstock Inc,NYSE,52.45,Internet - Content,Computers and Technology,SIC-7374 Services-Computer Processing & Data Preparat
SSY,Sunlink Health Systems,NYSE Arca,0.98,Medical - Hospitals,Medical,N/A
SSYS,Stratasys Ltd,NASDAQ,12.7,Computers - Peripheral Equpt,Computers and Technology,"SIC-3577 Computer Peripheral Equipment, NEC"
ST,Sensata Technologies Holding N.V.,NYSE,41.46,Industrial Controls,Computers and Technology,"SIC-3823 Industrial Instruments For Measurement, Disp"
STAA,Staar Surgical Company,NASDAQ,54.3,Medical - Dental Suppliers,Medical,SIC-3851 Ophthalmic Goods
STAF,Staffing 360 Solutions Inc,NASDAQ,0.59,Staffing,Business Services,N/A
STAG,STI Inc,NYSE,29.67,REIT - Equity Trust Other,Finance,SIC-6798 Real Estate Investment Trusts
STAR,Istar Financial Inc,NYSE,11.51,REIT - Mortgage Trusts,Finance,SIC-6798 Real Estate Investment Trusts
STAY,Extended Stay America Inc,NASDAQ,11.64,Hotels & Motels,Consumer Discretionary,SIC-7011 Hotels & Motels
STBA,S&T Bancorp Inc,NASDAQ,17.01,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
STC,Stewart Information Services Corp,NYSE,41.01,Insurance - Proprty & Casualty,Finance,SIC-6361 Title Insurance
STCN,Steel Connect Inc,NASDAQ,0.55,IT Services,Computers and Technology,N/A
STE,Steris Corp,NYSE,165.67,Medical Instruments,Medical,"SIC-3842 Orthopedic, Prosthetic & Surgical Appliances"
STFC,State Auto Finl Corp,NASDAQ,13.37,Insurance - Proprty & Casualty,Finance,"SIC-6331 Fire, Marine & Casualty Insurance"
STG,Sunlands Online Education Group ADR,NYSE,1.72,Internet - Services,Computers and Technology,SIC-8200 Services-Educational Services
STIM,Neuronetics Inc,NASDAQ,4.14,Medical Instruments,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
STKL,Sunopta Inc,NASDAQ,7.18,Food - Misc & Diversified,Consumer Staples,SIC-5150 Wholesale-Farm Product Raw Materials
STKS,The One Group,NASDAQ,1.89,Retail - Restaurants,Retail-Wholesale,SIC-5812 Retail-Eating Places
STL,Sterling Bancorp,NYSE,10.01,Banks - Northeast,Finance,SIC-6021 National Commercial Banks
STLD,Steel Dynamics Inc,NASDAQ,29,Steel - Producers,Basic Materials,"SIC-3312 Steel Works, Blast Furnaces & Rolling Mills"
STM,Stmicroelectronics N.V.,NYSE,29.23,Semi General,Computers and Technology,SIC-3674 Semiconductors & Related Devices
STMP,Stamps.com Inc,NASDAQ,230.23,Internet Commerce,Retail-Wholesale,"SIC-7389 Services-Business Services, NEC"
STN,Stantec Inc,NYSE,29.84,Consulting,Business Services,SIC-8711 Services-Engineering Services
STNE,Stoneco Ltd Cl A,NASDAQ,52.25,Internet - Software,Computers and Technology,SIC-7374 Services-Computer Processing & Data Preparat
STNG,Scorpio Tankers Inc,NYSE,10.75,Transportation - Ship,Transportation,SIC-4412 Deep Sea Foreign Transportation of Freight
STOK,Stoke Therapeutics Inc,NASDAQ,33.41,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
STON,Stonemor Partners LP,NYSE,0.91,Consumer Services - Misc,Consumer Discretionary,N/A
STOR,Store Capital Corpstore Capital,NYSE,26.18,REIT - Equity Trust Retail,Finance,SIC-6798 Real Estate Investment Trusts
STRA,Strayer Education,NASDAQ,94.41,Schools,Consumer Discretionary,SIC-8200 Services-Educational Services
STRL,Sterling Constructio,NASDAQ,13.36,Building - Heavy Construction,Construction,SIC-1600 Heavy Construction Other Than Bldg Const - C
STRM,Streamline Health So,NASDAQ,1.5,Medical Information Systems,Medical,SIC-7373 Services-Computer Integrated Systems Design
STRO,Sutro Biopharma Inc,NASDAQ,10.35,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
STRS,Stratus Pptys Inc,NASDAQ,20.29,Real Estate Operations,Finance,SIC-6552 Land Subdividers & Developers (No Cemeteries
STRT,Strattec Security,NASDAQ,18.73,Auto - Truck Original Parts,Auto-Tires-Trucks,SIC-3714 Motor Vehicle Parts & Accessories
STSA,Satsuma Pharmaceuticals Inc,NASDAQ,4.33,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
STT,State Street Corp,NYSE,57.77,Banks - Major Regional,Finance,N/A
STWD,Starwood Property Trust,NYSE,15,REIT - Mortgage Trusts,Finance,SIC-6798 Real Estate Investment Trusts
STX,Seagate Tech Ord Shs,NASDAQ,47.62,Computer - Storage Devices,Computers and Technology,N/A
STXB,Spirit of Texas Bancshares Inc,NASDAQ,10.52,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
STXS,Stereotaxis Inc,NYSE Arca,3.29,Medical Instruments,Medical,SIC-3845 Electromedical & Electrotherapeutic Apparatu
STZ,Constellation Brands Inc,NYSE,186.57,Beverages - Alcohol,Consumer Staples,N/A
STZ.B,Constellation Brd Cl B,NYSE,186.23,Beverages - Alcohol,Consumer Staples,SIC-2080 Beverages
SU,Suncor Energy Inc,NYSE,12.47,Oil - C$ Integrated,Oils-Energy,SIC-2911 Petroleum Refining
SUI,Sun Communities,NYSE,139.31,REIT - Equity Trust Resident,Finance,SIC-6798 Real Estate Investment Trusts
SUM,Summit Materials Inc,NYSE,15.5,Building - CMT & CNT & AG,Construction,SIC-1400 Mining & Quarrying of Nonmetallic Minerals (
SUMR,Summer Infant Inc,NASDAQ,17.67,Consumer Prdts - Misc Discr,Consumer Discretionary,SIC-3990 Miscellaneous Manufacturing Industries
SUN,Sunoco LP,NYSE,24,Oil Refining & Marketing MLP,Oils-Energy,SIC-2911 Petroleum Refining
SUNS,Solar Senior Capital,NASDAQ,12.84,Finance - SBIC & Commercial,Finance,"SIC-6726 Unit Investment Trusts, Face-Amount"
SUNW,Sunworks Inc,NASDAQ,1.16,Solar,Oils-Energy,SIC-3661 Telephone & Telegraph Apparatus
SUP,Superior Industries International,NYSE,1.3,Auto - Truck Original Parts,Auto-Tires-Trucks,SIC-3714 Motor Vehicle Parts & Accessories
SUPN,Supernus Pharm,NASDAQ,20.43,Medical - Generic Drugs,Medical,SIC-2834 Pharmaceutical Preparations
SUPV,Grupo Supervielle S.A.,NYSE,1.67,Banks - Foreign,Finance,"SIC-6029 Commercial Banks, NEC"
SURF,Surface Oncology Inc,NASDAQ,6.04,Medical Products,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
SUZ,Suzano Papel E Celul,NYSE,8.28,Paper & Related Products,Basic Materials,SIC-2621 Paper Mills
SVBI,Severn Bancorp Inc,NASDAQ,6,Banks - Northeast,Finance,SIC-6021 National Commercial Banks
SVC,Service Properties Trust,NASDAQ,7.15,REIT - Equity Trust Other,Finance,SIC-6798 Real Estate Investment Trusts
SVM,Silvercorp Metals Inc,NYSE Arca,6.92,Mining - Misc,Basic Materials,SIC-1040 Gold and Silver Ores
SVMK,Svmk Inc,NASDAQ,22.09,Internet - Services,Computers and Technology,"SIC-7370 Services-Computer Programming, Data Processi"
SVRA,Savara Inc,NASDAQ,1.18,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
SVT,Servotronics Inc,NYSE Arca,7.86,Conglomerates - Div Operations,Conglomerates,"SIC-3420 Cutlery, Handtools & General Hardware"
SVVC,Firsthand Technology,NASDAQ,4.11,Finance - SBIC & Commercial,Finance,"SIC-6799 Investors, NEC"
SWAV,Shockwave Medical Inc,NASDAQ,69.38,Medical Instruments,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
SWBI,Smith & Wesson Brands Inc,NASDAQ,15.51,Leisure & Recreational Prdcts,Consumer Discretionary,"SIC-3480 Ordnance & Accessories, (No Vehicles/Guided"
SWCH,Switch Inc,NYSE,15.33,Technology Services,Business Services,"SIC-7370 Services-Computer Programming, Data Processi"
SWI,Solarwinds Corp,NYSE,19.2,Internet - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
SWIR,Sierra Wireless IN,NASDAQ,10.21,Wireless Equipment,Computers and Technology,SIC-3663 Radio & Tv Broadcasting & Communications Equ
SWK,Stanley Black & Decker Inc,NYSE,156.72,Machinery - Tools & Related,Industrial Products,N/A
SWKH,Swk Holdings Corp,NASDAQ,13.2,Finance - Misc Services,Finance,SIC-6159 Miscellaneous Business Credit Institution
SWKS,Skyworks Solutions,NASDAQ,133.92,Semi Radio Frequency,Computers and Technology,SIC-3674 Semiconductors & Related Devices
SWM,Schweitzer-Mauduit International,NYSE,26.85,Tobacco,Consumer Staples,SIC-2621 Paper Mills
SWN,Southwestern Energy Company,NYSE,2.52,Oil - US Exploration & Product,Oils-Energy,SIC-1311 Crude Petroleum & Natural Gas
SWTX,Springworks Therapeutics Inc,NASDAQ,48.21,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
SWX,Southwest Gas Corp,NYSE,60.08,Utility - Gas Distribution,Utilities,SIC-4923 Natural Gas Transmission & Distribution
SXC,Suncoke Energy Inc,NYSE,3.53,Coal,Oils-Energy,"SIC-3312 Steel Works, Blast Furnaces & Rolling Mills"
SXI,Standex International Corp,NYSE,57.95,Machinery - General Industrial,Industrial Products,SIC-3580 Refrigeration & Service Industry Machinery
SXT,Sensient Technologies Corp,NYSE,55.23,Chemical - Specialty,Basic Materials,SIC-2860 Industrial Organic Chemicals
SXTC,China Sxt Pharmaceuticals Inc,NASDAQ,0.24,Medical - Drugs,Medical,N/A
SY,So-Young International Inc ADR,NASDAQ,11.75,Medical Services,Medical,SIC-7374 Services-Computer Processing & Data Preparat
SYBT,Stock Yards Bancorp,NASDAQ,33.93,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
SYBX,Synlogic Inc,NASDAQ,1.93,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
SYF,Synchrony Financial,NYSE,25.1,Finance - Misc Services,Finance,N/A
SYK,Stryker Corp,NYSE,202.4,Medical Products,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
SYKE,Sykes Enterprises,NASDAQ,32.52,Outsourcing,Business Services,SIC-7373 Services-Computer Integrated Systems Design
SYN,Synthetic Biologics Inc,NYSE Arca,0.48,Medical - Biomedical,Medical,N/A
SYNA,Synaptics Inc,NASDAQ,77.14,Electronics - Semiconductors,Computers and Technology,SIC-3674 Semiconductors & Related Devices
SYNC,Synacor Inc,NASDAQ,1.36,Internet - Services,Computers and Technology,"SIC-7370 Services-Computer Programming, Data Processi"
SYNH,Syneos Health Inc,NASDAQ,51.9,Medical Information Systems,Medical,SIC-8731 Services-Commercial Physical & Biological Re
SYNL,Synalloy Cp,NASDAQ,5.95,Steel - Pipe & Tube,Basic Materials,SIC-3317 Steel Pipe & Tubes
SYPR,Sypris Solutions,NASDAQ,0.97,Electronic Misc Services,Computers and Technology,N/A
SYRS,Syros Pharmaceuticals,NASDAQ,8.91,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
SYX,Systemax Inc,NYSE,21.61,Retail - Consumer Electronics,Retail-Wholesale,SIC-5084 Wholesale-Industrial Machinery & Equipment
SYY,Sysco Corp,NYSE,60.52,Food - Misc & Diversified,Consumer Staples,N/A
T,AT&T Inc,NYSE,27.87,Wireless National,Utilities,N/A
TA,Travelcenters of America Llc,NASDAQ,17.56,Retail - Convenience Stores,Retail-Wholesale,SIC-5500 Retail-Auto Dealers & Gasoline Stations
TAC,Transalta Corp,NYSE,5.79,Utility - Electric Power,Utilities,SIC-4911 Electric Services
TACO,Del Taco Rest,NASDAQ,7.88,Retail - Restaurants,Retail-Wholesale,SIC-5812 Retail-Eating Places
TACT,Transact Tech Inc,NASDAQ,4.81,Computers - Peripheral Equpt,Computers and Technology,"SIC-3577 Computer Peripheral Equipment, NEC"
TAIT,Taitron Components,NASDAQ,2.28,Retail - Consumer Electronics,Retail-Wholesale,"SIC-5065 Wholesale-Electronic Parts & Equipment, NEC"
TAK,Takeda Pharmaceutical CO Ltd,NYSE,18.6,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
TAL,Tal Education Group,NYSE,73.82,Schools,Consumer Discretionary,SIC-8200 Services-Educational Services
TALO,Talos Energy Inc,NYSE,5.58,Oil - US Exploration & Product,Oils-Energy,SIC-1311 Crude Petroleum & Natural Gas
TANH,Tantech Holdings,NASDAQ,2.24,Chemical - Diversified,Basic Materials,SIC-2860 Industrial Organic Chemicals
TAOP,Taoping Inc,NASDAQ,2.62,Internet - Services,Computers and Technology,SIC-7372 Services-Prepackaged Software
TAP,Molson Coors Brewing Company,NYSE,33.08,Beverages - Alcohol,Consumer Staples,N/A
TARA,Artara Therapeutics Inc,NASDAQ,17.01,Medical - Drugs,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
TARO,Taro Pharm Inds,NYSE,55.5,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
TAST,Carrols Rstrnt Group,NASDAQ,6.38,Retail - Restaurants,Retail-Wholesale,SIC-5812 Retail-Eating Places
TAT,Transatlantic Petroleum Ltd,NYSE Arca,0.24,Oil - US Integrated,Oils-Energy,N/A
TATT,T A T Tech Ltd,NASDAQ,4,Aerospace - Defense Equipment,Aerospace,SIC-3724 Aircraft Engines & Engine Parts
TAYD,Taylor Devices Inc,NASDAQ,8.76,Machinery - General Industrial,Industrial Products,"SIC-3569 General Industrial Machinery & Equipment, NE"
TBBK,The Bancorp Inc,NASDAQ,8.07,Banks - Northeast,Finance,SIC-6021 National Commercial Banks
TBI,Trueblue Inc,NYSE,15.15,Staffing,Business Services,SIC-7363 Services-Help Supply Services
TBIO,Translate Bio Inc,NASDAQ,12.43,Medical - Drugs,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
TBK,Triumph Bancorp,NASDAQ,27.89,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
TBLT,Toughbuilt Industries Inc,NASDAQ,0.68,Building & Construction - Misc,Construction,N/A
TBNK,Territorial Bancorp,NASDAQ,19.27,Banks - Northeast,Finance,"SIC-6035 Savings Institution, Federally Chartered"
TBPH,Theravance Bio Ord,NASDAQ,16.14,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
TC,Tuanche Ltd ADR,NASDAQ,0.79,Internet Commerce,Retail-Wholesale,N/A
TCBI,Texas Capital Bncsh,NASDAQ,30.27,Banks - Southwest,Finance,SIC-6022 State Commercial Banks
TCBK,Trico Bancshares,NASDAQ,23.43,Banks - West,Finance,SIC-6022 State Commercial Banks
TCCO,Technical Commctn Cp,NASDAQ,3.14,Communications Components,Computers and Technology,SIC-3663 Radio & Tv Broadcasting & Communications Equ
TCDA,Tricida Inc,NASDAQ,9.33,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
TCF,TCF Financial Corp,NASDAQ,22.36,Banks - Northeast,Finance,SIC-6021 National Commercial Banks
TCFC,The Community Fin Cp,NASDAQ,21.33,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
TCI,Transcontinental Realty Investors,NYSE,23.5,Real Estate Developers,Finance,SIC-6798 Real Estate Investment Trusts
TCMD,Tactile Systems Technology Inc,NASDAQ,31.3,Medical Instruments,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
TCO,Taubman Centers,NYSE,33.71,REIT - Equity Trust Retail,Finance,SIC-6798 Real Estate Investment Trusts
TCOM,Trip.com Group Ltd,NASDAQ,27.66,Leisure & Recreation Services,Consumer Discretionary,"SIC-7389 Services-Business Services, NEC"
TCON,Tracon Pharma,NASDAQ,4.73,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
TCP,TCP Pipelines,NYSE,26.24,Oil Gas Prod Pipeline MLP,Oils-Energy,SIC-4922 Natural Gas Transmission
TCPC,TCP Capital Corp,NASDAQ,9.62,Finance - SBIC & Commercial,Finance,"SIC-6331 Fire, Marine & Casualty Insurance"
TCRR,Tcr2 Therapeutics Inc,NASDAQ,18.87,Medical - Drugs,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
TCS,The Container Store Group Inc,NYSE,6.22,Consumer Prdts - Misc Discr,Consumer Discretionary,"SIC-5700 Retail-Home Furniture, Furnishings & Equipme"
TCX,Tucows Inc Cl A,NASDAQ,67.5,Internet - Content,Computers and Technology,SIC-7374 Services-Computer Processing & Data Preparat
TD,Toronto Dominion Bank,NYSE,45.28,Banks - Foreign,Finance,"SIC-6029 Commercial Banks, NEC"
TDC,Teradata Corp,NYSE,22.79,Computer - Storage Devices,Computers and Technology,SIC-7372 Services-Prepackaged Software
TDG,Transdigm Group Inc,NYSE,479.28,Aerospace - Defense Equipment,Aerospace,"SIC-3728 Aircraft Parts & Auxiliary Equipment, NEC"
TDOC,Teladoc Health Inc,NYSE,209.22,Medical Services,Medical,SIC-8011 Services-Offices & Clinics of Doctors of Med
TDS,Telephone and Data Systems,NYSE,18.67,Wireline National,Computers and Technology,SIC-4813 Telephone Communications (No Radiotelephone)
TDW,Tidewater Inc,NYSE,6.45,Oil - US Integrated,Oils-Energy,SIC-4400 Water Transportation
TDY,Teledyne Technologies Inc,NYSE,309.11,Aerospace - Defense Equipment,Aerospace,"SIC-3812 Search, Detection, Navigation, Guidance, Aer"
TEAM,Atlassian Cls A Ord,NASDAQ,176.88,Internet - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
TECH,Bio-Techne Cp,NASDAQ,242.99,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
TECK,Teck Resources Ltd,NYSE,13.75,Mining - Misc,Basic Materials,SIC-1400 Mining & Quarrying of Nonmetallic Minerals (
TEDU,Tarena Intl ADR,NASDAQ,1.63,Staffing,Business Services,SIC-8200 Services-Educational Services
TEF,Telefonica S.A.,NYSE,3.43,Diversified Comm Services,Utilities,SIC-4813 Telephone Communications (No Radiotelephone)
TEL,Te Connectivity Ltd,NYSE,93.96,Electronics - Misc Components,Computers and Technology,N/A
TELA,Tela Bio Inc,NASDAQ,15.61,Medical - Biomedical,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
TELL,Tellurian Inc,NASDAQ,0.71,Oil - Refining and Marketing,Oils-Energy,N/A
TEN,Tenneco Automotive,NYSE,6.75,Auto - Truck Original Parts,Auto-Tires-Trucks,SIC-3714 Motor Vehicle Parts & Accessories
TENB,Tenable Holdings Inc,NASDAQ,36.85,Internet - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
TENX,Tenax Therapeutics,NASDAQ,1.64,Medical - Biomedical,Medical,SIC-8731 Services-Commercial Physical & Biological Re
TEO,Telecom Argentina Stet France Telecom S.A.,NYSE,6.65,Wireline Non-US,Utilities,SIC-4813 Telephone Communications (No Radiotelephone)
TER,Teradyne Inc,NASDAQ,75.41,Electronic Test Equipment,Computers and Technology,SIC-3825 Instruments For Meas & Testing of Electricit
TESS,Tessco Tech Inc,NASDAQ,5.32,Communications Components,Computers and Technology,"SIC-5065 Wholesale-Electronic Parts & Equipment, NEC"
TEUM,Pareteum Corp,NASDAQ,0.64,Internet - Software,Computers and Technology,N/A
TEVA,Teva Pharmaceutical Industries Ltd,NYSE,8.64,Medical - Generic Drugs,Medical,SIC-2834 Pharmaceutical Preparations
TEX,Terex Corp,NYSE,18.51,Machinery - Construct & Mining,Industrial Products,"SIC-3537 Industrial Trucks, Tractors, Trailors & Stac"
TFC,Truist Financial Corp,NYSE,35.43,Banks - Major Regional,Finance,SIC-6021 National Commercial Banks
TFFP,Tff Pharmaceuticals Inc,NASDAQ,16.43,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
TFII,Tfi International Inc,NYSE,40.89,Transportation - Services,Transportation,N/A
TFSL,Tfs Financial Corp,NASDAQ,14.12,Finance - Savings & Loan,Finance,"SIC-6035 Savings Institution, Federally Chartered"
TFX,Teleflex Inc,NYSE,330.77,Medical Instruments,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
TG,Tredegar Corp,NYSE,14.52,Chemical - Plastics,Basic Materials,SIC-3350 Rolling Drawing & Extruding of Nonferrous Me
TGA,Transglobe Energy Cp,NASDAQ,0.41,Oil - C$ Exploration & Product,Oils-Energy,N/A
TGB,Taseko Mines Ltd,NYSE Arca,1.01,Mining - Misc,Basic Materials,SIC-1040 Gold and Silver Ores
TGC,Tengasco Inc,NYSE Arca,0.79,Oil - US Integrated,Oils-Energy,N/A
TGH,Textainer Group Holdings,NYSE,13.03,Transportation - Equip & Lease,Transportation,"SIC-7359 Services-Equipment Rental & Leasing, NEC"
TGI,Triumph Group,NYSE,6.18,Aerospace - Defense Equipment,Aerospace,SIC-3720 Aircraft & Parts
TGLS,Tecnoglass Inc,NASDAQ,5.18,Building Prds Retail - Wsale,Retail-Wholesale,SIC-3211 Flat Glass
TGNA,Tegna Inc,NYSE,11.53,Broadcast - Radio & TV,Consumer Discretionary,SIC-4833 Television Broadcasting Stations
TGP,Teekay Lng Partners LP,NYSE,10.36,Transportation - Ship,Transportation,SIC-4400 Water Transportation
TGS,Transportadora DE Gas Sa Ord B,NYSE,4.07,Oil - Production & Pipeline,Oils-Energy,SIC-4922 Natural Gas Transmission
TGT,Target Corp,NYSE,151.01,Retail - Discount,Retail-Wholesale,N/A
TGTX,Tg Therapeuticscmn,NASDAQ,24.72,Medical Products,Medical,SIC-2834 Pharmaceutical Preparations
TH,Target Hospitality Corp,NASDAQ,1.18,Leisure & Recreation Services,Consumer Discretionary,"SIC-7000 Hotels, Rooming Houses, Camps & Other Lodgin"
THC,Tenet Healthcare Corp,NYSE,21.76,Medical - Hospitals,Medical,SIC-8062 Services-General Medical & Surgical Hospital
THFF,First Finl Corp [In],NASDAQ,30.26,Banks - Midwest,Finance,SIC-6022 State Commercial Banks
THG,The Hanover Insurance Group,NYSE,89.67,Insurance - Proprty & Casualty,Finance,"SIC-6331 Fire, Marine & Casualty Insurance"
THM,International Tower Hill Mines Ltd,NYSE Arca,1.34,Mining - Gold,Basic Materials,SIC-1000 Metal Mining
THMO,Thermogenesis Holdings Inc,NASDAQ,2.95,Medical - Biomedical,Medical,SIC-3821 Laboratory Apparatus & Furniture
THO,Thor Industries,NYSE,93.73,Building - Mobile Homes & RV,Construction,SIC-3716 Motor Homes
THR,Thermon Group Holdings Inc,NYSE,10.9,Industrial Controls,Computers and Technology,SIC-3620 Electrical Industrial Apparatus
THRM,Gentherm Inc,NASDAQ,39.36,Auto - Truck Original Parts,Auto-Tires-Trucks,SIC-3714 Motor Vehicle Parts & Accessories
THS,Treehouse Foods,NYSE,38.65,Food - Misc & Diversified,Consumer Staples,"SIC-2030 Canned, Frozen & Preserved Fruit, Veg & Food"
THTX,Theratechnologies Inc,NASDAQ,2.25,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
TIF,Tiffany & Company,NYSE,116.42,Retail - Jewelry,Retail-Wholesale,N/A
TIG,Trean Insurance Group Inc,NASDAQ,12.03,Insurance - Multi Line,Finance,N/A
TIGO,Millicom International Cellular S.A.,NASDAQ,29.19,Wireless Non-US,Computers and Technology,SIC-4812 Radiotelephone Communications
TIGR,Up Fintech Holding Ltd ADR,NASDAQ,4.47,Finance - Investment Brokers,Finance,"SIC-6211 Security Brokers, Dealers & Flotation Compan"
TILE,Interface Inc,NASDAQ,5.99,Textile - Home Furnishings,Consumer Discretionary,SIC-2273 Carpets & Rugs
TIPT,Tiptree Fncl Cl A,NASDAQ,4.62,Insurance - Brokers,Finance,"SIC-6331 Fire, Marine & Casualty Insurance"
TISI,Team Inc,NYSE,5.71,Building - Maint & Service,Construction,SIC-7600 Services-Miscellaneous Repair Services
TITN,Titan Machinery Inc,NASDAQ,12.64,Retail - Wsale Auto & Trucks,Retail-Wholesale,"SIC-5990 Retail-Retail Stores, NEC"
TJX,TJX Companies,NYSE,52.87,Retail - Discount,Retail-Wholesale,N/A
TK,Teekay Shipping Corp,NYSE,2.21,Transportation - Ship,Transportation,SIC-4412 Deep Sea Foreign Transportation of Freight
TKAT,Takung Art CO Ltd,NYSE Arca,0.87,Finance - Investment Brokers,Finance,N/A
TKC,Turkcell Iletisim Hizmetleri As,NYSE,4.92,Wireless Non-US,Computers and Technology,SIC-4813 Telephone Communications (No Radiotelephone)
TKR,Timken Company,NYSE,53.03,Metal Production & Fabrication,Basic Materials,SIC-3562 Ball & Roller Bearings
TLC,Taiwan Liposome Company Ltd ADR,NASDAQ,4.72,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
